[Header]
TITLE,20201219-Sample 4.9mg.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,4.9,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3817635769.11007,,1857,40.5443,40.5443,79999.594,9.8999999E-6,40.795441,0.90633415,372.60191,1.142,417.77951,0.3745,790.38142,1.142,0.22763026,18.304314,0.59943208,87.717476,,,1,,,,4.4570769E-5,41.565588,1664.268,9.1334203,0
3817635922.0151,,1857,40.5434,40.5434,79999.633,9.8999999E-6,40.719075,0.82259427,373.97838,0.9298,416.53914,0.3738,790.51752,0.9298,0.73652372,18.515969,0.61914369,87.474084,,,1,,,,4.4111034E-5,36.608628,1658.0431,9.1843534,0
3817636075.75396,,1857,40.5442,40.5442,79999.594,9.8999999E-6,40.707581,0.82857088,374.5802,0.8414,416.36158,0.3736,790.94177,0.8414,1.2219992,18.614065,0.62460152,87.432675,,,1,,,,4.3910676E-5,37.031939,1657.1071,9.2017308,0
3817636577.19308,,1857,36.6747,36.6747,79999.617,9.8999999E-6,36.886065,0.8230921,306.46501,0.9323,351.62409,0.3438,658.0891,0.9323,0.24764224,16.378574,0.53548275,87.737168,,,1,,,,4.1440268E-5,37.22813,1360.5818,8.3084225,0
3817636715.62689,,1857,36.6747,36.6747,79999.57,9.8999999E-6,36.815661,0.74520846,308.14207,0.7918,350.58209,0.3429,658.72416,0.7918,0.90359482,16.621415,0.55732119,87.443922,,,1,,,,4.0920956E-5,32.757148,1355.3929,8.3698639,0
3817636855.18995,,1857,36.6748,36.6748,79999.641,9.8999999E-6,36.80646,0.75310487,308.16434,0.7445,350.41284,0.3428,658.57718,0.7445,1.6332246,16.719237,0.5678052,87.293077,,,1,,,,4.0691489E-5,33.24283,1354.7155,8.3725613,0
3817637313.88249,,1857,33.1744,33.1744,79999.57,9.8999999E-6,33.347897,0.7451139,251.53042,0.7609,295.30631,0.2763,546.83674,0.7609,0.28765992,14.72235,0.486426,87.613409,,,1,,,,3.8293519E-5,33.438475,1112.0823,7.5426171,0
3817637439.37822,,1857,33.1745,33.1745,79999.742,9.8999999E-6,33.28729,0.67628932,252.45871,0.684,294.44101,0.2754,546.89972,0.684,1.0405302,14.912847,0.50879822,87.237458,,,1,,,,3.7858059E-5,29.4447,1108.0437,7.5842374,0
3817637553.48194,,1857,33.1748,33.1748,79999.688,9.8999999E-6,33.281719,0.68259204,252.39199,0.6302,294.32317,0.2753,546.71517,0.6302,0.60006604,14.930749,0.50707703,87.291989,,,1,,,,3.7794085E-5,29.825695,1107.6728,7.5835024,0
3817637951.18436,,1857,30.008,30.008,79999.656,9.8999999E-6,30.154254,0.66492722,205.19431,0.6521,247.04074,0.2405,452.23505,0.6521,0.25002899,13.134089,0.43024558,87.705785,,,1,,,,3.5460516E-5,29.861499,909.27904,6.8048212,0
3817638052.939,,1857,30.0084,30.0084,79999.617,9.8999999E-6,30.102522,0.60985801,206.43281,0.5552,246.37908,0.24,452.8119,0.5552,0.57198418,13.340519,0.45590839,87.213506,,,1,,,,3.5014666E-5,26.268178,906.16183,6.8576585,0
3817638156.34271,,1857,30.0086,30.0086,79999.688,9.8999999E-6,30.09569,0.61753837,206.14172,0.5298,246.25434,0.2399,452.39606,0.5298,0.9762188,13.383506,0.4572925,87.215484,,,1,,,,3.4868899E-5,26.681038,905.75056,6.8495429,0
3817638514.08923,,1857,27.1442,27.1442,79999.555,9.8999999E-6,27.263971,0.59903659,167.92416,0.519,206.00988,0.196,373.93404,0.519,0.2362558,11.839629,0.39845688,87.385275,,,1,,,,3.2535739E-5,26.767013,743.32414,6.1591966,0
3817638608.30321,,1857,27.1443,27.1443,79999.594,9.8999999E-6,27.220267,0.55266718,168.87982,0.442,205.46717,0.1952,374.347,0.442,0.73517338,11.998043,0.41861158,86.958808,,,1,,,,3.218853E-5,23.679258,740.94292,6.2041943,0
3817638703.68562,,1857,27.1439,27.1439,79999.602,9.8999999E-6,27.21434,0.55797847,169.06353,0.4205,205.40141,0.1951,374.46494,0.4205,1.3253498,12.07136,0.42438657,86.866854,,,1,,,,3.2012905E-5,23.996087,740.62028,6.212296,0
3817639038.19976,,1857,24.5532,24.5532,79999.82,9.8999999E-6,24.648102,0.53810998,139.07356,0.4113,170.97902,0.154,310.05258,0.4113,0.35482024,10.749162,0.37029809,87.107765,,,1,,,,2.973489E-5,24.142721,607.52892,5.6423641,0
3817639126.64207,,1857,24.5534,24.5534,79999.836,9.8999999E-6,24.612375,0.49950498,139.68553,0.3534,170.54216,0.1537,310.2277,0.3534,0.89536528,10.858685,0.38090219,86.892225,,,1,,,,2.9476117E-5,21.498324,605.76903,5.6754185,0
3817639214.33274,,1857,24.5538,24.5538,79999.844,9.8999999E-6,24.607761,0.50312132,139.68633,0.3328,170.49109,0.1536,310.17742,0.3328,1.9602716,10.890643,0.38382122,86.835104,,,1,,,,2.9389866E-5,21.71737,605.5419,5.6765152,0
3817639512.3155,,1857,22.21,22.21,79999.898,9.8999999E-6,22.283901,0.47990442,116.46562,0.6439,141.21901,0.1363,257.68463,0.6439,0.81515011,9.8407424,0.35754935,86.460234,,,1,,,,2.7055832E-5,21.781286,496.57226,5.2264465,0
3817639594.82891,,1857,22.21,22.21,79999.836,9.8999999E-6,22.254704,0.45048542,116.73099,0.6702,140.8896,0.136,257.62059,0.6702,1.5871886,9.8990138,0.35308739,86.691441,,,1,,,,2.6876511E-5,19.681485,495.27183,5.2452279,0
3817639678.47313,,1857,22.21,22.21,79999.844,9.8999999E-6,22.249777,0.4532773,116.16494,0.6532,140.83163,0.136,256.99657,0.6532,2.5463334,9.8969819,0.34810919,86.861772,,,1,,,,2.6799862E-5,19.798028,495.05259,5.2209482,0
3817639938.83934,,1857,20.0898,20.0898,79999.836,9.8999999E-6,20.154946,0.42808041,98.920363,0.3357,115.66553,0.1046,214.58589,0.3357,0.36905992,8.9519998,0.30831444,87.124626,,,1,,,,2.4751261E-5,19.793964,406.22185,4.9079944,0
3817640015.90582,,1857,20.0901,20.0901,79999.898,9.8999999E-6,20.12628,0.40259768,99.609332,0.3577,115.37746,0.1042,214.98679,0.3577,0.9398286,9.1119144,0.32590981,86.664022,,,1,,,,2.440338E-5,17.904,405.06713,4.9492173,0
3817640093.20393,,1857,20.0903,20.0903,79999.82,9.8999999E-6,20.122338,0.40761222,99.465884,0.3161,115.34162,0.1042,214.8075,0.3161,1.1675611,9.1466056,0.32763385,86.64566,,,1,,,,2.4290896E-5,18.223829,404.90849,4.9430579,0
3817640324.33805,,1857,18.1726,18.1726,79999.82,9.8999999E-6,18.228987,0.38335034,86.072525,0.2803,94.331603,0.08668,180.40413,0.2803,0.45670746,8.3666444,0.29358495,86.89172,,,1,,,,2.2330682E-5,18.293211,332.29596,4.7217394,0
3817640398.14328,,1857,18.1729,18.1729,79999.82,9.8999999E-6,18.205678,0.36366022,86.908366,0.2343,94.127464,0.08657,181.03583,0.2343,1.757434,8.5209755,0.30427451,86.671073,,,1,,,,2.2027846E-5,16.733289,331.44673,4.7736956,0
3817640472.20117,,1857,18.1727,18.1727,79999.82,9.8999999E-6,18.203227,0.36782119,86.990184,0.2371,94.108282,0.08656,181.09847,0.2371,1.9889897,8.5434121,0.30447555,86.695122,,,1,,,,2.1976842E-5,17.041951,331.35748,4.778833,0
3817640685.29393,,1857,16.4382,16.4382,79999.844,9.8999999E-6,16.483077,0.34184038,77.088621,0.2411,76.614626,0.07563,153.70325,0.2411,0.39099575,7.9492792,0.27564024,86.975222,,,1,,,,2.0091076E-5,17.086824,271.69183,4.6768344,0
3817640756.95813,,1857,16.4383,16.4383,79999.766,9.8999999E-6,16.464951,0.32863108,77.460289,0.218,76.456025,0.07547,153.91631,0.218,1.2166896,8.0759641,0.28565307,86.721903,,,1,,,,1.9825872E-5,15.898558,271.09463,4.7045562,0
3817640828.87579,,1857,16.4385,16.4385,79999.797,9.8999999E-6,16.462216,0.33116133,77.548346,0.2113,76.431897,0.07544,153.98024,0.2113,2.7938611,8.0775633,0.28262434,86.855684,,,1,,,,1.9822047E-5,16.151928,271.00455,4.710687,0
3817641029.25127,,1857,14.8697,14.8697,79999.797,9.8999999E-6,14.900051,0.30366389,70.404896,0.2081,61.750393,0.05623,132.15529,0.2081,0.3892331,7.6544917,0.2657795,86.784643,,,1,,,,1.8039329E-5,16.155127,222.01151,4.7251447,0
3817641099.5777,,1857,14.8694,14.8694,79999.773,9.8999999E-6,14.886377,0.29621325,70.62184,0.175,61.625075,0.05608,132.24691,0.175,1.6641846,7.7611518,0.27177764,86.667927,,,1,,,,1.7815497E-5,15.308983,221.60423,4.7440582,0
3817641169.42231,,1857,14.8696,14.8696,79999.773,9.8999999E-6,14.883729,0.29832031,70.771128,0.1755,61.606181,0.05605,132.37731,0.1755,2.6907745,7.8082727,0.27527843,86.577342,,,1,,,,1.7733472E-5,15.522304,221.52538,4.7549327,0
3817641350.25098,,1857,13.4503,13.4503,79999.711,9.8999999E-6,13.469295,0.27038361,65.503206,0.1956,49.49929,0.04523,115.0025,0.1956,0.39123461,7.5006034,0.25813181,86.546111,,,1,,,,1.6134742E-5,15.616545,181.4219,4.8631505,0
3817641417.7719,,1857,13.4503,13.4503,79999.703,9.8999999E-6,13.457392,0.26572791,65.85687,0.1681,49.422546,0.04519,115.27942,0.1681,1.9633622,7.6333852,0.26500429,86.411744,,,1,,,,1.590646E-5,15.001207,181.10139,4.8937321,0
3817641486.66489,,1857,13.4505,13.4505,79999.711,9.8999999E-6,13.455612,0.26909943,65.987031,0.1559,49.394264,0.04517,115.38129,0.1559,2.387351,7.680656,0.26761435,86.356385,,,1,,,,1.5828188E-5,15.26677,181.0535,4.9040526,0
3817684139.58789,,1857,12.1664,12.1664,80000.32,9.8999999E-6,13.722307,3.3776968,-13.434175,0.1157,51.304251,0.04637,37.870075,0.106,6974.6215,2.3999047,,,,,1,,,,1.5779825E-5,1000,188.30171,-0.97900269,0
